"Pubmed Id"	"Pmc Id"	"Doi"	"Title"	"Year"	"Combinations"
"14560311"	"N.A."	"10.1038/sj.ejhg.5201093"	"Cosegregation of two unlinked mutant alleles in some cases of autosomal dominant familial exudative vitreoretinopathy"	"2003"	"OLI455"
"16585054"	"N.A."	"10.1093/brain/awl062"	"Disease severity in dominant Emery Dreifuss is increased by mutations in both emerin and desmin proteins"	"2006"	"OLI189; OLI190"
"28211206"	"N.A."	"10.1111/aos.13411"	"Variable Familial Exudative Vitreoretinopathy in a family harbouring variants in both FZD4 and TSPAN12"	"2017"	"OLI453"
"10086971"	"N.A."	"10.1161/01.cir.99.11.1464"	"C-terminal HERG Mutations"	"1999"	"OLI096"
"29665027"	"N.A."	"10.1111/cge.13363"	"Genetic variant spectrum in 265 Chinese patients with hemophagocytic lymphohistiocytosis: Molecular analyses of PRF1, UNC13D, STX11, STXBP2, SH2D1A, and XIAP"	"2018"	"OLI052; OLI053; OLI054; OLI055; OLI056; OLI057; "
"25189502"	"N.A."	"10.1016/J.IJCARD.2014.08.124"	"Early onset severe pulmonary arterial hypertension with ‘two-hit’ digenic mutations in both BMPR2 and KCNA5 genes"	"2014"	"OLI238"
"8896568"	"N.A."	"10.1038/ng1196-341"	"Germline mutations in glial cell line-derived neurotrophic factor (GDNF) and RET in a Hirschsprung disease patient"	"1996"	"OLI021"
"28263784"	"N.A."	"10.1016/j.mcp.2017.03.001"	"Putative TMPRSS3/GJB2 digenic inheritance of hearing loss detected by targeted resequencing"	"2017"	"OLI013"
"17536044"	"N.A."	"10.1212/01.wnl.0000263138.57257.6a"	"Multitissular involvement in a family with LMNA and EMD mutations: Role of digenic mechanism?"	"2007"	"OLI077"
"32389683"	"N.A."	"10.1016/j.cca.2020.05.011"	"Coexistence of digenic mutations in the collagen VI genes (COL6A1 and COL6A3) leads to Bethlem myopathy"	"2020"	"OLI134"
"11001791"	"N.A."	"10.1006/mgme.2000.3066"	"Synergistic Heterozygosity: Disease Resulting from Multiple Partial Defects in One or More Metabolic Pathways"	"2000"	"OLI461"
"25041077"	"N.A."	"10.1111/cen.12541"	"Maturity onset diabetes of the young in India - a distinctive mutation pattern identified through targeted next-generation sequencing"	"2014"	"OLI112; OLI113"
"30431110"	"N.A."	"10.3892/mmr.2018.9648"	"CLCN7 and TCIRG1 mutations in a single family: Evidence for digenic inheritance of osteopetrosis"	"2018"	"OLI515"
"29287868"	"N.A."	"10.1016/j.ijporl.2017.11.011"	"Germinal mosaicism of PAX3 mutation caused Waardenburg syndrome type I"	"2018"	"OLI137"
"29318123"	"N.A."	"N.A."	"Genetic Linkage Analysis of DFNB4, DFNB28, DFNB93 Loci in Autosomal Recessive Non-syndromic Hearing Loss: Evidence for Digenic Inheritance in GJB2 and GJB3 Mutations"	"2018"	"OLI406"
"19933292"	"N.A."	"10.1136/hrt.2009.181685"	"Familial transposition of the great arteries caused by multiple mutations in laterality genes"	"2009"	"OLI149; OLI150; OLI151"
"17640327"	"N.A."	"10.1111/j.1469-1809.2007.00384.x"	"Evaluation of the Thyroid Transcription Factor-1 Gene (TITF1) as a Hirschsprung's Disease Locus"	"2007"	"OLI184"
"17855640"	"N.A."	"10.1681/ASN.2007020243"	"Evidence of Oligogenic Inheritance in Nephronophthisis"	"2007"	"OLI211; OLI212; OLI213; OLI214"
"21493627"	"PMC3109998"	"10.1093/hmg/ddr151"	"B9D1 is revealed as a novel Meckel syndrome (MKS) gene by targeted exon-enriched next-generation sequencing and deletion analysis"	"2011"	"OLI215; OLI216"
"11567139"	"N.A."	"10.1126/science.1063525"	"Triallelic Inheritance in Bardet-Biedl Syndrome, a Mendelian Recessive Disorder"	"2001"	"OLI224; OLI067; OLI225; OLI226"
"23656588"	"PMC3738065"	"10.1056/nejmoa1215993"	"Ataxia, Dementia, and Hypogonadotropism Caused by Disordered Ubiquitination"	"2013"	"OLI302"
"21195604"	"N.A."	"10.1016/j.ejca.2010.11.016"	"First evidence for digenic inheritance in hereditary colorectal cancer by mutations in the base excision repair genes"	"2011"	"OLI188"
"21157496"	"PMC3060323"	"10.1038/ejhg.2010.207"	"Arrayed primer extension technology simplifies mutation detection in Bardet–Biedl and Alström syndrome"	"2010"	"OLI417; OLI418"
"19820032"	"PMC2775659"	"10.1210/jc.2009-0179"	"Impaired Fibroblast Growth Factor Receptor 1 Signaling as a Cause of Normosmic Idiopathic Hypogonadotropic Hypogonadism"	"2009"	"OLI195; OLI196; OLI197; OLI198; OLI199"
"21543760"	"N.A."	"10.1182/blood-2011-01-328849"	"Human X-linked variable immunodeficiency caused by a hypomorphic mutation in XIAP in association with a rare polymorphism in CD40LG"	"2011"	"OLI452"
"21624971"	"PMC3153303"	"10.1093/hmg/ddr243"	"Oligogenic heterozygosity in individuals with high-functioning autism spectrum disorders"	"2011"	"OLI475; OLI476; OLI477; OLI478; OLI479; OLI480; "
"19426954"	"PMC2681005"	"10.1016/j.ajhg.2009.04.014"	"Mutations of KCNJ10 Together with Mutations of SLC26A4 Cause Digenic Nonsyndromic Hearing Loss Associated with Enlarged Vestibular Aqueduct Syndrome"	"2009"	"OLI241; OLI242"
"30510438"	"PMC6231439"	"10.2147/TACG.S172176"	"Potential oligogenic disease of mental retardation, short stature, spastic paraparesis and osteopetrosis"	"2018"	"OLI264"
"33134513"	"PMC7577556"	"10.1212/nxg.0000000000000515"	"Novel dominant MPAN family with a complex genetic architecture as a basis for phenotypic variability"	"2020"	"OLI462"
"25736269"	"PMC4522925"	"10.1002/ajmg.a.36960"	"FBN1contributing to familial congenital diaphragmatic hernia"	"2015"	"OLI499"
"22878164"	"N.A."	"10.1093/hmg/dds199"	"Evidence for an oligogenic basis of amyotrophic lateral sclerosis"	"2012"	"OLI764; OLI765"
"26036859"	"PMC4717192"	"10.1038/ejhg.2015.100"	"Systematic analysis of variants related to familial hypercholesterolemia in families with premature myocardial infarction"	"2015"	"OLI500"
"26303227"	"N.A."	"10.1111/neup.12240"	"Oligogenic inheritance of optineurin (OPTN) andC9ORF72mutations in ALS highlights localisation of OPTN in the TDP-43-negative inclusions of C9ORF72-ALS"	"2015"	"OLI561"
"25382069"	"PMC4293318"	"10.1002/ana.24306"	"Amyotrophic lateral sclerosis onset is influenced by the burden of rare variants in known amyotrophic lateral sclerosis genes"	"2014"	"OLI269; OLI270; OLI271; OLI272; OLI273; OLI274; "
"29891883"	"PMC6117353"	"10.1038/s41431-018-0202-7"	"Broad phenotypes in heterozygous NR5A1 46,XY patients with a disorder of sex development: an oligogenic origin?"	"2018"	"OLI572; OLI573; OLI574; OLI575"
"30716529"	"N.A."	"10.1016/j.jelectrocard.2019.01.002"	"Sudden death in mild hypertrophic cardiomyopathy with compound DSG2/DSC2/MYH6 mutations: Revisiting phenotype after genetic assessment in a master runner athlete"	"2019"	"OLI268"
"30154845"	"PMC6098846"	"10.1155/2018/8986475"	"Mutational Spectrum Analysis of Seven Genes Associated with Thyroid Dyshormonogenesis"	"2018"	"OLI562; OLI563; OLI564; OLI565; OLI566; OLI567"
"29367705"	"PMC5839046"	"10.1038/s41431-017-0086-y"	"Somatic APC mosaicism and oligogenic inheritance in genetically unsolved colorectal adenomatous polyposis patients"	"2018"	"OLI284"
"28813618"	"PMC672854"	"10.1177/0022034517724149"	"Whole-Exome Sequencing Identifies Novel Variants for Tooth Agenesis"	"2017"	"OLI576; OLI577"
"22585553"	"PMC5101836"	"10.1002/ajmg.a.35363"	"A rasopathy phenotype with severe congenital hypertrophic obstructive cardiomyopathy associated with aPTPN11mutation and a novel variant inSOS1"	"2012"	"OLI568"
"29080331"	"N.A."	"10.1002/ajmg.b.32606"	"OPTN p.Met468Arg and ATXN2 intermediate length polyQ extension in families with C9orf72 mediated amyotrophic lateral sclerosis and frontotemporal dementia"	"2017"	"OLI578; OLI579"
"29970176"	"PMC6029161"	"10.1186/s40246-018-0167-1"	"Whole-exome sequencing identifies novel pathogenic mutations and putative phenotype-influencing variants in Polish limb-girdle muscular dystrophy patients"	"2018"	"OLI569; OLI570; OLI571"
"28444304"	"N.A."	"10.1093/hmg/ddx145"	"A frequent oligogenic involvement in congenital hypothyroidism"	"2017"	"OLI580; OLI581; OLI582; OLI583; OLI584; OLI585; "
"31555317"	"PMC6726737"	"10.3389/fgene.2019.00746"	"Broad Phenotypes of Disorders/Differences of Sex Development in MAMLD1 Patients Through Oligogenic Disease"	"2019"	"OLI597; OLI598; OLI599; OLI600; OLI601; OLI602; "
"29480190"	"N.A."	"10.3233/JAD-170913"	"The First Historically Reported Italian Family with FTD/ALS Teaches a Lesson on C9orf72 RE: Clinical Heterogeneity and Oligogenic Inheritance"	"2018"	"OLI605"
"31147515"	"PMC6557373"	"10.1126/science.aat5056"	"Oligogenic inheritance of a human heart disease involving a genetic modifier"	"2019"	"OLI606"
"26277103"	"N.A."	"10.1016/j.fertnstert.2015.07.1142"	"Novel FGFR1 mutations in Kallmann syndrome and normosmic idiopathic hypogonadotropic hypogonadism: evidence for the involvement of an alternatively spliced isoform"	"2015"	"OLI689"
"32050993"	"PMC7014749"	"10.1186/s12967-020-02258-3"	"Unmasking Retinitis Pigmentosa complex cases by a whole genome sequencing algorithm based on open-access tools: hidden recessive inheritance and potential oligogenic variants"	"2020"	"OLI552"
"31565851"	"N.A."	"10.1111/jth.14622"	"A Glanzmann thrombasthenia family associated with a TUBB1‐related macrothrombocytopenia"	"2019"	"OLI688"
"22927827"	"PMC3426548"	"10.1371/journal.pgen.1002896"	"SEMA3A, a Gene Involved in Axonal Pathfinding, Is Mutated in Patients with Kallmann Syndrome"	"2012"	"OLI285; OLI286; OLI287; OLI288; OLI289"
"29205322"	"PMC5887939"	"10.1111/cge.13189"	"A targeted sequencing panel identifies rare damaging variants in multiple genes in the cranial neural tube defect, anencephaly"	"2018"	"OLI690; OLI691; OLI692; OLI693; OLI694; OLI695; "
"31970460"	"N.A."	"10.1007/s00059-019-04883-1"	"Multiallelic rare variants support an oligogenic origin of sudden cardiac death in the young"	"2020"	"OLI647"
"32381728"	"PMC7279190"	"10.1136/jmedgenet-2019-106411"	"Exome sequencing analysis identifies frequent oligogenic involvement andFLNBvariants in adolescent idiopathic scoliosis"	"2020"	"OLI290; OLI291; OLI292; OLI293; OLI294; OLI295; "
"31813803"	"N.A."	"10.1016/j.schres.2019.11.041"	"Multiple rare inherited variants in a four generation schizophrenia family offer leads for complex mode of disease inheritance"	"2020"	"OLI646"
"30612842"	"PMC7018639"	"10.1016/j.schres.2018.12.045"	"Rare variant based evidence for oligogenic contribution of neurodevelopmental pathway genes to schizophrenia"	"2019"	"OLI553; OLI554"
"31042289"	"PMC6563799"	"10.1210/jc.2019-00248"	"Exome Sequencing of a Primary Ovarian Insufficiency Cohort Reveals Common Molecular Etiologies for a Spectrum of Disease"	"2019"	"OLI555; OLI556"
"30508070"	"N.A."	"10.1093/brain/awy290"	"Integrated clinical and omics approach to rare diseases: novel genes and oligogenic inheritance in holoprosencephaly"	"2018"	"OLI678; OLI679; OLI680; OLI681; OLI682; OLI683; "
"25605705"	"N.A."	"10.1093/humrep/deu364"	"Molecular basis of non-syndromic hypospadias: systematic mutation screening and genome-wide copy-number analysis of 62 patients"	"2015"	"OLI299; OLI300"
"30467832"	"N.A."	"10.1111/cge.13482"	"Prevalence and associated phenotypes of PLXNA1 variants in normosmic and anosmic idiopathic hypogonadotropic hypogonadism"	"2018"	"OLI648; OLI649; OLI650; OLI651; OLI652; OLI653; "
"31086828"	"PMC6481226"	"10.1212/NXG.0000000000000335"	"Oligogenic basis of sporadic ALS"	"2019"	"OLI328; OLI329; OLI330; OLI331; OLI332; OLI333; "
"29525178"	"N.A."	"10.1016/j.neurobiolaging.2018.01.013"	"Twenty years of molecular analyses in amyotrophic lateral sclerosis: genetic landscape of Italian patients"	"2018"	"OLI655; OLI656; OLI657; OLI658; OLI659; OLI660; "
"29948376"	"N.A."	"10.1007/s10048-018-0550-z"	"Clinical and genetic study of Tunisian families with genetic generalized epilepsy: contribution of CACNA1H and MAST4 genes"	"2018"	"OLI557; OLI558; OLI559; OLI560"
"33202802"	"PMC7696449"	"10.3390/ijms21228554"	"Variants of STAR, AMH and ZFPM2/FOG2 May Contribute towards the Broad Phenotype Observed in 46,XY DSD Patients with Heterozygous Variants of NR5A1"	"2020"	"OLI667; OLI668; OLI669"
"29670578"	"PMC5893726"	"10.3389/fendo.2018.00142"	"GATA4 Variants in Individuals With a 46,XY Disorder of Sex Development (DSD) May or May Not Be Associated With Cardiac Defects Depending on Second Hits in Other DSD Genes"	"2018"	"OLI670; OLI671"
"31000212"	"N.A."	"10.1016/j.neurobiolaging.2019.03.010"	"Coexistence of variants in TBK1 and in other ALS-related genes elucidates an oligogenic model of pathogenesis in sporadic ALS"	"2019"	"OLI641; OLI642; OLI643; OLI644"
"28223422"	"PMC5380229"	"10.1161/CIRCRESAHA.116.310559"	"A Potential Oligogenic Etiology of Hypertrophic Cardiomyopathy"	"2017"	"OLI672"
"32278351"	"PMC7149842"	"10.1186/s12891-020-03229-x"	"The mutational burden and oligogenic inheritance in Klippel-Feil syndrome"	"2020"	"OLI336; OLI337; OLI338; OLI339; OLI340; OLI341; "
"26918822"	"PMC4769270"	"10.1371/journal.pgen.1005821"	"DNAH6 and Its Interactions with PCD Genes in Heterotaxy and Primary Ciliary Dyskinesia"	"2016"	"OLI607; OLI608; OLI609; OLI610; OLI611; OLI612"
"33424767"	"PMC7786837"	"10.3389/fendo.2020.582516"	"Disorders of Sex Development in Individuals Harbouring MAMLD1 Variants: WES and Interactome Evidence of Oligogenic Inheritance"	"2020"	"OLI343; OLI344; OLI345; OLI346; OLI347; OLI348; "
"31353537"	"N.A."	"10.1111/1346-8138.15034"	"Coinheritance of generalized pustular psoriasis and familial Behçet‐like autoinflammatory syndrome with variants in IL36RN and TNFAIP3 in the heterozygous state"	"2019"	"OLI673"
"27486776"	"PMC4974085"	"10.1016/j.ajhg.2015.04.023"	"Copy-Number Variation Contributes to the Mutational Load of Bardet-Biedl Syndrome"	"2016"	"OLI613; OLI614; OLI615; OLI616; OLI617; OLI618; "
"28493952"	"PMC5426766"	"10.1371/journal.pone.0177532"	"A mutation in the CACNA1C gene leads to early repolarization syndrome with incomplete penetrance: A Chinese family study"	"2017"	"OLI645"
"23951356"	"PMC3738529"	"10.1371/journal.pone.0073522"	"A Conservative Assessment of the Major Genetic Causes of Idiopathic Chronic Pancreatitis: Data from a Comprehensive Analysis of PRSS1, SPINK1, CTRC and CFTR Genes in 253 Young French Patients"	"2013"	"OLI674; OLI675; OLI676; OLI677"
"27169744"	"N.A."	"10.1159/000445983"	"Identification of NR5A1 Mutations and Possible Digenic Inheritance in 46,XY Gonadal Dysgenesis"	"2016"	"OLI766"
"32409511"	"N.A."	"10.1136/jmedgenet-2020-106866"	"Evidence for polygenic and oligogenic basis of Australian sporadic amyotrophic lateral sclerosis"	"2020"	"OLI273; OLI624; OLI625; OLI626; OLI627; OLI628; "
"30657791"	"PMC6338360"	"10.1371/journal.pone.0211029"	"Role of FOXC2 and PITX2 rare variants associated with mild functional alterations as modifier factors in congenital glaucoma"	"2019"	"OLI767; OLI768"
"32389901"	"N.A."	"10.1136/jmedgenet-2019-106786"	"Prevalence and associated phenotypes of DUSP6, IL17RD and SPRY4 variants in a large Chinese cohort with isolated hypogonadotropic hypogonadism"	"2020"	"OLI353; OLI354; OLI355; OLI356; OLI357; OLI358"
"28430856"	"PMC5445258"	"10.1093/brain/awx082"	"A comprehensive analysis of rare genetic variation in amyotrophic lateral sclerosis in the UK"	"2017"	"OLI769; OLI770; OLI771; OLI772; OLI773; OLI774; "
"26708526"	"N.A."	"10.1111/cen.13009"	"Spectrum of phenotype and genotype of congenital isolated hypogonadotropic hypogonadism in Asian Indians"	"2016"	"OLI779; OLI780"
"28718531"	"N.A."	"10.1111/andr.12378"	"Next-generation sequencing for patients with non-obstructive azoospermia: implications for significant roles of monogenic/oligogenic mutations"	"2017"	"OLI781; OLI782; OLI783"
"31432357"	"N.A."	"10.1007/s10048-019-00584-3"	"Identification and characterization of novel and rare susceptible variants in Indian amyotrophic lateral sclerosis patients"	"2019"	"OLI784; OLI785; OLI786"
"32164589"	"PMC7066839"	"10.1186/s12887-020-2019-0"	"Co-occurrence of mutations in KIF7 and KIAA0556 in Joubert syndrome with ocular coloboma, pituitary malformation and growth hormone deficiency: a case report and literature review"	"2020"	"OLI640"
"31230720"	"PMC6612529"	"10.1016/j.ajhg.2019.05.015"	"The Genomics of Arthrogryposis, a Complex Trait: Candidate Genes and Further Evidence for Oligogenic Inheritance"	"2019"	"OLI787; OLI788; OLI789; OLI790; OLI791; OLI792; "
"28392475"	"N.A."	"10.1016/j.ejmg.2017.04.002"	"A familial case of severe infantile nephronophthisis explained by oligogenic inheritance"	"2017"	"OLI359"
"25943890"	"PMC4470809"	"10.1007/s00401-015-1436-x"	"Whole-genome sequencing reveals important role for TBK1 and OPTN mutations in frontotemporal lobar degeneration without motor neuron disease"	"2015"	"OLI360"
"23837941"	"N.A."	"10.1111/cge.12234"	"Extensive sequence analysis ofCFTR,SCNN1A,SCNN1B,SCNN1GandSERPINA1suggests an oligogenic basis for cystic fibrosis-like phenotypes"	"2013"	"OLI800; OLI801; OLI802; OLI803; OLI804; OLI805"
"29027299"	"PMC5765430"	"10.1002/humu.23354"	"Functional characterization of novel NR5A1 variants reveals multiple complex roles in disorders of sex development"	"2017"	"OLI400; OLI401"
"31120642"	"N.A."	"10.1002/ajmg.a.61201"	"Loss of function BMP4 mutation supports the implication of the BMP/TGF‐β pathway in the etiology of combined pituitary hormone deficiency"	"2019"	"OLI402"
"30094188"	"PMC6072915"	"10.1016/j.ymgmr.2018.07.007"	"Pathogenic and rare deleterious variants in multiple genes suggest oligogenic inheritance in recurrent exertional rhabdomyolysis"	"2018"	"OLI806; OLI807; OLI808; OLI809; OLI810; OLI811; "
"23262432"	"PMC3616761"	"10.1093/ndt/gfs539"	"Double homozygous missense mutations in DACH1 and BMP4 in a patient with bilateral cystic renal dysplasia"	"2012"	"OLI639"
"30921766"	"PMC6479194"	"10.1530/EC-19-0010"	"Next-generation sequencing refines the genetic architecture of Greek GnRH-deficient patients"	"2019"	"OLI813; OLI814; OLI815; OLI816"
"20696889"	"PMC2930591"	"10.1073/pnas.1009622107"	"Oligogenic basis of isolated gonadotropin-releasing hormone deficiency"	"2010"	"OLI197; OLI199; OLI373; OLI390; OLI391; OLI396; "
"30241732"	"N.A."	"10.1016/j.jacl.2018.08.006"	"Oligogenic familial hypercholesterolemia, LDL cholesterol, and coronary artery disease"	"2018"	"OLI817; OLI818; OLI819; OLI820; OLI821"
"26176978"	"N.A."	"10.1111/ene.12772"	"Novel FUS mutations identified through molecular screening in a large cohort of familial and sporadic amyotrophic lateral sclerosis"	"2015"	"OLI822"
"29770609"	"PMC6081235"	"10.1002/mgg3.411"	"Whole‐exome sequencing for variant discovery in blepharospasm"	"2018"	"OLI403"
"31475037"	"PMC6707335"	"10.3389/fgene.2019.00732"	"Comprehensive Genetic Analysis of a Hungarian Amyotrophic Lateral Sclerosis Cohort"	"2019"	"OLI823; OLI824; OLI825; OLI826; OLI827; OLI828"
"28566192"	"N.A."	"10.1016/j.ejpn.2017.05.001"	"Association of a synonymous SCN1B variant affecting splicing efficiency with Benign Familial Infantile Epilepsy (BFIE)"	"2017"	"OLI829"
"22645277"	"N.A."	"10.1016/j.neurobiolaging.2012.07.004"	"VAPB and C9orf72 mutations in 1 familial amyotrophic lateral sclerosis patient"	"2012"	"OLI830"
"30889971"	"N.A."	"10.1080/21678421.2019.1582671"	"Facial onset sensory and motor neuronopathy: a motor neuron disease with an oligogenic origin?"	"2019"	"OLI404"
"32066420"	"PMC7026993"	"10.1186/s12881-020-0971-z"	"Two monogenic disorders masquerading as one: severe congenital neutropenia with monocytosis and non-syndromic sensorineural hearing loss"	"2020"	"OLI831"
"23142271"	"N.A."	"10.1016/j.ejmg.2012.10.004"	"Acrocallosal syndrome: Identification of a novel KIF7 mutation and evidence for oligogenic inheritance"	"2013"	"OLI832"
"28833369"	"N.A."	"10.1111/cen.13451"	"Clinical and genetic features of 64 young male paediatric patients with congenital hypogonadotropic hypogonadism"	"2017"	"OLI833; OLI834; OLI835; OLI836; OLI837"
"29540175"	"PMC5853080"	"10.1186/s12944-018-0680-1"	"Complex genetic architecture in severe hypobetalipoproteinemia"	"2018"	"OLI463"
"30120215"	"PMC6161649"	"10.1136/jmedgenet-2017-105224"	"Perturbations of BMP/TGF-β and VEGF/VEGFR signalling pathways in non-syndromic sporadic brain arteriovenous malformations (BAVM)"	"2018"	"OLI838; OLI839; OLI840"
"32319661"	"PMC7248516"	"10.3892/mmr.2020.11078"	"Mutation spectrum analysis of 29 causative genes in 43 Chinese patients with congenital hypothyroidism"	"2020"	"OLI464; OLI465; OLI466; OLI467; OLI468; OLI469; "
"23463871"	"N.A."	"10.1136/jnnp-2012-304529"	"Pathophysiological insights into ALS with C9ORF72 expansions"	"2013"	"OLI637; OLI638"
"32815649"	"PMC7549550"	"10.1002/mgg3.1453"	"Mutational burden and potential oligogenic model of TBX6‐mediated genes in congenital scoliosis"	"2020"	"OLI841; OLI842"
"32893042"	"N.A."	"10.1016/j.neurobiolaging.2020.08.002"	"Four novel optineurin mutations in patients with sporadic amyotrophic lateral sclerosis in Mainland China"	"2021"	"OLI431"
"32722525"	"PMC7463850"	"10.3390/genes11080853"	"Next Generation Sequencing of 134 Children with Autism Spectrum Disorder and Regression"	"2020"	"OLI432; OLI433; OLI434"
"33208564"	"PMC8152424"	"10.4103/aja.aja_65_20"	"Whole exome sequencing and trio analysis to broaden the variant spectrum of genes in idiopathic hypogonadotropic hypogonadism"	"2021"	"OLI843; OLI844; OLI845; OLI846; OLI847; OLI848; "
"29411640"	"N.A."	"10.1080/21678421.2018.1432659"	"Screening for possible oligogenic pathogenesis in Chinese sporadic ALS patients"	"2018"	"OLI435; OLI436; OLI437; OLI438; OLI439; OLI440; "
"30098700"	"N.A."	"10.1016/j.fertnstert.2018.04.010"	"Mutation profiles and clinical characteristics of Chinese males with isolated hypogonadotropic hypogonadism"	"2018"	"OLI851; OLI852; OLI853; OLI854; OLI855; OLI856; "
"33571247"	"PMC7877624"	"10.1371/journal.pone.0246607"	"Frameshift variant in MITF gene in a large family with Waardenburg syndrome type II and a co-segregation of a C2orf74 variant"	"2021"	"OLI916"
"35063669"	"N.A."	"10.1016/j.clim.2022.108930"	"Digenic inheritance of IL-36RA and SEC61A1 mutations underlies generalized pustular psoriasis with hypogammaglobulinemia"	"2022"	"OLI917"
"33855610"	"N.A."	"10.1007/s00381-021-05153-4"	"Identification of new candidate genes for spina bifida through exome sequencing"	"2021"	"OLI919; OLI918"
"34670123"	"N.A."	"10.1016/j.ahj.2021.10.185"	"Whole genome sequencing in transposition of the great arteries and associations with clinically relevant heart, brain and laterality genes"	"2022"	"OLI920; OLI921; OLI922; OLI923; OLI924; OLI925; "
"33679889"	"PMC7930735"	"10.3389/fgene.2021.625564"	"Case Report: Whole Exome Sequencing Revealed Disease-Causing Variants in Two Genes in a Patient With Autism Spectrum Disorder, Intellectual Disability, Hyperactivity, Sleep and Gastrointestinal Disturbances"	"2021"	"OLI931"
"33746696"	"PMC7969792"	"10.3389/fnins.2021.601757"	"Digenic Variants in the TTN and TRAPPC11 Genes Co-segregating With a Limb-Girdle Muscular Dystrophy in a Han Chinese Family"	"2021"	"OLI932"
"34947986"	"PMC8709054"	"10.3390/ijms222413189"	"Involvement of Rare Mutations of SCN9A, DPP4, ABCA13, and SYT14 in Schizophrenia and Bipolar Disorder"	"2021"	"OLI934; OLI933"
"34834569"	"PMC8621929"	"10.3390/jpm11111217"	"Synergistic Mutations of LRP6 and WNT10A in Familial Tooth Agenesis"	"2021"	"OLI937; OLI936; OLI935"
"34560057"	"N.A."	"10.1016/j.cca.2021.09.015"	"Increase in diagnostic yield achieved for 174 whole-exome sequencing cases reanalyzed 1–2 years after initial analysis"	"2021"	"OLI938"
"34275688"	"N.A."	"10.1016/j.neurobiolaging.2021.06.008"	"Mutation spectrum of amyotrophic lateral sclerosis in Central South China"	"2021"	"OLI939; OLI940; OLI941; OLI942; OLI943; OLI944; "
"34456972"	"PMC8386283"	"10.3389/fgene.2021.697549"	"Evidence That the Etiology of Congenital Hypopituitarism Has a Major Genetic Component but Is Infrequently Monogenic"	"2021"	"OLI960; OLI959"
"34202200"	"PMC8306687"	"10.3390/diagnostics11071164"	"NGS Analysis Revealed Digenic Heterozygous GCK and HNF1A Variants in a Child with Mild Hyperglycemia: A Case Report"	"2021"	"OLI961"
"34032358"	"PMC8256360"	"10.1111/jcmm.16608"	"Comprehensive strategy improves the genetic diagnosis of different polycystic kidney diseases"	"2021"	"OLI962"
"34946792"	"PMC8701978"	"10.3390/genes12121843"	"Individual Oligogenic Background in p.D91A-SOD1 Amyotrophic Lateral Sclerosis Patients"	"2021"	"OLI963; OLI964; OLI965; OLI966; OLI967; OLI968; "
"33838161"	"N.A."	"10.1053/j.ajkd.2021.02.326"	"Clinical and Genetic Features of Autosomal Dominant Alport Syndrome: A Cohort Study"	"2021"	"OLI970; OLI971; OLI972; OLI973; OLI974"
"34752814"	"N.A."	"10.1016/j.ijcard.2021.11.001"	"Combining whole exome sequencing with in silico analysis and clinical data to identify candidate variants in pediatric left ventricular noncompaction"	"2022"	"OLI978; OLI977; OLI976; OLI975"
"34339548"	"N.A."	"10.1111/ijlh.13674"	"Spectrum mutations ofPRF1,UNC13D,STX11,and STXBP2 genes in Vietnamese patients with hemophagocytic lymphohistiocytosis"	"2021"	"OLI979"
"33664309"	"PMC7970841"	"10.1038/s41598-021-84373-9"	"A SPRY1 domain cardiac ryanodine receptor variant associated with short-coupled torsade de pointes"	"2021"	"OLI980"
"34565340"	"PMC8474709"	"10.1186/s12882-021-02524-6"	"LAMA2 and LOXL4 are candidate FSGS genes"	"2021"	"OLI981"
"34194391"	"PMC8237855"	"10.3389/fendo.2021.660731"	"Evidence That Non-Syndromic Familial Tall Stature Has an Oligogenic Origin Including Ciliary Genes"	"2021"	"OLI982"
"34149817"	"PMC8206634"	"10.3389/fgene.2021.680838"	"Oligogenic Inheritance of Monoallelic TRIP11, FKBP10, NEK1, TBX5, and NBAS Variants Leading to a Phenotype Similar to Odontochondrodysplasia"	"2021"	"OLI983"
"34755423"	"PMC8739608"	"10.1111/anec.12889"	"Digenic heterozygous mutations of KCNH2 and SCN5A induced young and early‐onset long QT syndrome and sinoatrial node dysfunction"	"2021"	"OLI984"
"34456971"	"PMC8397485"	"10.3389/fgene.2021.694683"	"Case Report: Expanding the Digenic Variants Involved in Thyroid Hormone Synthesis−10 New Cases of Congenital Hypothyroidism and a Literature Review"	"2021"	"OLI985; OLI986; OLI987; OLI988; OLI989; OLI990; "
"33750429"	"PMC7942007"	"10.1186/s13023-021-01765-w"	"Phenotypic and biochemical characteristics and molecular basis in 36 Chinese patients with androgen receptor variants"	"2021"	"OLI995; OLI996; OLI997; OLI998; OLI999; OLI1000;&#8230;"
"25546334"	"N.A."	"10.1002/humu.22745"	"Recessive Inheritance of Population-Specific Intronic LINE-1 Insertion Causes a Rotor Syndrome Phenotype"	"2015"	"OLI1017; OLI1006"
"33445179"	"N.A."	"10.1093/hmg/ddab015"	"Novel variants and cellular studies on patients’ primary fibroblasts support a role for NEK1 missense variants in ALS pathogenesis"	"2021"	"OLI1007; OLI1008; OLI1009; OLI1010; OLI1011; "
"34025336"	"PMC8131544"	"10.3389/fnins.2021.595775"	"Mutation Screening of the GLE1 Gene in a Large Chinese Cohort of Amyotrophic Lateral Sclerosis Patients"	"2021"	"OLI1014"
